dataset,status,sender,receiver,n_samples,n_eligible_samples,n_eligible_donors,min_cells
"SCP1884","Non-inflamed","Myeloid","Plasma::IgA plasma",26,25,25,10
"SCP1884","Non-inflamed","Myeloid","Plasma::IgG plasma",26,6,6,10
"SCP1884","Non-inflamed","Myeloid","Plasma::Transitional B",26,3,3,10
"SCP1884","Non-inflamed","T_NK","B_cell::ActB3",26,5,5,10
"SCP1884","Non-inflamed","T_NK","B_cell::CSM",26,22,22,10
"SCP1884","Non-inflamed","T_NK","B_cell::Centroblast B",26,8,8,10
"SCP1884","Non-inflamed","T_NK","B_cell::Centrocyte B",26,5,5,10
"SCP1884","Non-inflamed","T_NK","B_cell::DN2",26,13,13,10
"SCP1884","Non-inflamed","T_NK","B_cell::IgM-only",26,3,3,10
"SCP1884","Non-inflamed","T_NK","B_cell::MZ",26,4,4,10
"SCP1884","Non-inflamed","T_NK","B_cell::Naïve B",26,14,14,10
"SCP1884","Non-inflamed","T_NK","Plasma::Activated plasma",26,23,23,10
"SCP1884","Non-inflamed","T_NK","Plasma::IgA plasma",26,25,25,10
"SCP1884","Non-inflamed","T_NK","Plasma::IgG plasma",26,6,6,10
"SCP1884","Non-inflamed","T_NK","Plasma::Transitional B",26,3,3,10
"SCP1884","Control","B_cell::ActB3","Endothelial",10,0,0,10
"SCP1884","Control","B_cell::ActB3","Epithelial",10,0,0,10
"SCP1884","Control","B_cell::ActB3","Mast",10,0,0,10
"SCP1884","Control","B_cell::ActB3","Mesenchymal_stromal",10,0,0,10
"SCP1884","Control","B_cell::ActB3","Myeloid",10,0,0,10
"SCP1884","Control","B_cell::ActB3","T_NK",10,0,0,10
"SCP1884","Control","B_cell::CSM","Endothelial",10,6,6,10
"SCP1884","Control","B_cell::CSM","Epithelial",10,7,7,10
"SCP1884","Control","B_cell::CSM","Mast",10,5,5,10
"SCP1884","Control","B_cell::CSM","Mesenchymal_stromal",10,6,6,10
"SCP1884","Control","B_cell::CSM","Myeloid",10,7,7,10
"SCP1884","Control","B_cell::CSM","T_NK",10,7,7,10
"SCP1884","Control","B_cell::Centroblast B","Endothelial",10,3,3,10
"SCP1884","Control","B_cell::Centroblast B","Epithelial",10,3,3,10
"SCP1884","Control","B_cell::Centroblast B","Mast",10,2,2,10
"SCP1884","Control","B_cell::Centroblast B","Mesenchymal_stromal",10,3,3,10
"SCP1884","Control","B_cell::Centroblast B","Myeloid",10,3,3,10
"SCP1884","Control","B_cell::Centroblast B","T_NK",10,3,3,10
"SCP1884","Control","B_cell::Centrocyte B","Endothelial",10,2,2,10
"SCP1884","Control","B_cell::Centrocyte B","Epithelial",10,2,2,10
"SCP1884","Control","B_cell::Centrocyte B","Mast",10,2,2,10
"SCP1884","Control","B_cell::Centrocyte B","Mesenchymal_stromal",10,2,2,10
"SCP1884","Control","B_cell::Centrocyte B","Myeloid",10,2,2,10
"SCP1884","Control","B_cell::Centrocyte B","T_NK",10,2,2,10
"SCP1884","Control","B_cell::DN2","Endothelial",10,3,3,10
"SCP1884","Control","B_cell::DN2","Epithelial",10,4,4,10
"SCP1884","Control","B_cell::DN2","Mast",10,3,3,10
"SCP1884","Control","B_cell::DN2","Mesenchymal_stromal",10,3,3,10
"SCP1884","Control","B_cell::DN2","Myeloid",10,4,4,10
"SCP1884","Control","B_cell::DN2","T_NK",10,4,4,10
"SCP1884","Control","B_cell::IgM-only","Endothelial",10,2,2,10
"SCP1884","Control","B_cell::IgM-only","Epithelial",10,2,2,10
"SCP1884","Control","B_cell::IgM-only","Mast",10,2,2,10
"SCP1884","Control","B_cell::IgM-only","Mesenchymal_stromal",10,2,2,10
"SCP1884","Control","B_cell::IgM-only","Myeloid",10,2,2,10
"SCP1884","Control","B_cell::IgM-only","T_NK",10,2,2,10
"SCP1884","Control","B_cell::MZ","Endothelial",10,2,2,10
"SCP1884","Control","B_cell::MZ","Epithelial",10,2,2,10
"SCP1884","Control","B_cell::MZ","Mast",10,2,2,10
"SCP1884","Control","B_cell::MZ","Mesenchymal_stromal",10,2,2,10
"SCP1884","Control","B_cell::MZ","Myeloid",10,2,2,10
"SCP1884","Control","B_cell::MZ","T_NK",10,2,2,10
"SCP1884","Control","B_cell::Naïve B","Endothelial",10,5,5,10
"SCP1884","Control","B_cell::Naïve B","Epithelial",10,6,6,10
"SCP1884","Control","B_cell::Naïve B","Mast",10,4,4,10
"SCP1884","Control","B_cell::Naïve B","Mesenchymal_stromal",10,5,5,10
"SCP1884","Control","B_cell::Naïve B","Myeloid",10,6,6,10
"SCP1884","Control","B_cell::Naïve B","T_NK",10,6,6,10
"SCP1884","Control","Plasma::Activated plasma","Endothelial",10,5,5,10
"SCP1884","Control","Plasma::Activated plasma","Epithelial",10,6,6,10
"SCP1884","Control","Plasma::Activated plasma","Mast",10,5,5,10
"SCP1884","Control","Plasma::Activated plasma","Mesenchymal_stromal",10,5,5,10
"SCP1884","Control","Plasma::Activated plasma","Myeloid",10,6,6,10
"SCP1884","Control","Plasma::Activated plasma","T_NK",10,6,6,10
"SCP1884","Control","Plasma::IgA plasma","Endothelial",10,5,5,10
"SCP1884","Control","Plasma::IgA plasma","Epithelial",10,5,5,10
"SCP1884","Control","Plasma::IgA plasma","Mast",10,4,4,10
"SCP1884","Control","Plasma::IgA plasma","Mesenchymal_stromal",10,5,5,10
"SCP1884","Control","Plasma::IgA plasma","Myeloid",10,5,5,10
"SCP1884","Control","Plasma::IgA plasma","T_NK",10,5,5,10
"SCP1884","Control","Plasma::IgG plasma","Endothelial",10,0,0,10
"SCP1884","Control","Plasma::IgG plasma","Epithelial",10,0,0,10
"SCP1884","Control","Plasma::IgG plasma","Mast",10,0,0,10
"SCP1884","Control","Plasma::IgG plasma","Mesenchymal_stromal",10,0,0,10
"SCP1884","Control","Plasma::IgG plasma","Myeloid",10,0,0,10
"SCP1884","Control","Plasma::IgG plasma","T_NK",10,0,0,10
"SCP1884","Control","Plasma::Transitional B","Endothelial",10,1,1,10
"SCP1884","Control","Plasma::Transitional B","Epithelial",10,1,1,10
"SCP1884","Control","Plasma::Transitional B","Mast",10,1,1,10
"SCP1884","Control","Plasma::Transitional B","Mesenchymal_stromal",10,1,1,10
"SCP1884","Control","Plasma::Transitional B","Myeloid",10,1,1,10
"SCP1884","Control","Plasma::Transitional B","T_NK",10,1,1,10
"SCP1884","Control","Endothelial","B_cell::ActB3",10,0,0,10
"SCP1884","Control","Endothelial","B_cell::CSM",10,6,6,10
"SCP1884","Control","Endothelial","B_cell::Centroblast B",10,3,3,10
"SCP1884","Control","Endothelial","B_cell::Centrocyte B",10,2,2,10
"SCP1884","Control","Endothelial","B_cell::DN2",10,3,3,10
"SCP1884","Control","Endothelial","B_cell::IgM-only",10,2,2,10
"SCP1884","Control","Endothelial","B_cell::MZ",10,2,2,10
"SCP1884","Control","Endothelial","B_cell::Naïve B",10,5,5,10
"SCP1884","Control","Endothelial","Plasma::Activated plasma",10,5,5,10
"SCP1884","Control","Endothelial","Plasma::IgA plasma",10,5,5,10
"SCP1884","Control","Endothelial","Plasma::IgG plasma",10,0,0,10
"SCP1884","Control","Endothelial","Plasma::Transitional B",10,1,1,10
"SCP1884","Control","Epithelial","B_cell::ActB3",10,0,0,10
"SCP1884","Control","Epithelial","B_cell::CSM",10,7,7,10
"SCP1884","Control","Epithelial","B_cell::Centroblast B",10,3,3,10
"SCP1884","Control","Epithelial","B_cell::Centrocyte B",10,2,2,10
"SCP1884","Control","Epithelial","B_cell::DN2",10,4,4,10
"SCP1884","Control","Epithelial","B_cell::IgM-only",10,2,2,10
"SCP1884","Control","Epithelial","B_cell::MZ",10,2,2,10
"SCP1884","Control","Epithelial","B_cell::Naïve B",10,6,6,10
"SCP1884","Control","Epithelial","Plasma::Activated plasma",10,6,6,10
"SCP1884","Control","Epithelial","Plasma::IgA plasma",10,5,5,10
"SCP1884","Control","Epithelial","Plasma::IgG plasma",10,0,0,10
"SCP1884","Control","Epithelial","Plasma::Transitional B",10,1,1,10
"SCP1884","Control","Mast","B_cell::ActB3",10,0,0,10
"SCP1884","Control","Mast","B_cell::CSM",10,5,5,10
"SCP1884","Control","Mast","B_cell::Centroblast B",10,2,2,10
"SCP1884","Control","Mast","B_cell::Centrocyte B",10,2,2,10
"SCP1884","Control","Mast","B_cell::DN2",10,3,3,10
"SCP1884","Control","Mast","B_cell::IgM-only",10,2,2,10
"SCP1884","Control","Mast","B_cell::MZ",10,2,2,10
"SCP1884","Control","Mast","B_cell::Naïve B",10,4,4,10
"SCP1884","Control","Mast","Plasma::Activated plasma",10,5,5,10
"SCP1884","Control","Mast","Plasma::IgA plasma",10,4,4,10
"SCP1884","Control","Mast","Plasma::IgG plasma",10,0,0,10
"SCP1884","Control","Mast","Plasma::Transitional B",10,1,1,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::ActB3",10,0,0,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::CSM",10,6,6,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::Centroblast B",10,3,3,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::Centrocyte B",10,2,2,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::DN2",10,3,3,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::IgM-only",10,2,2,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::MZ",10,2,2,10
"SCP1884","Control","Mesenchymal_stromal","B_cell::Naïve B",10,5,5,10
"SCP1884","Control","Mesenchymal_stromal","Plasma::Activated plasma",10,5,5,10
"SCP1884","Control","Mesenchymal_stromal","Plasma::IgA plasma",10,5,5,10
"SCP1884","Control","Mesenchymal_stromal","Plasma::IgG plasma",10,0,0,10
"SCP1884","Control","Mesenchymal_stromal","Plasma::Transitional B",10,1,1,10
"SCP1884","Control","Myeloid","B_cell::ActB3",10,0,0,10
"SCP1884","Control","Myeloid","B_cell::CSM",10,7,7,10
"SCP1884","Control","Myeloid","B_cell::Centroblast B",10,3,3,10
"SCP1884","Control","Myeloid","B_cell::Centrocyte B",10,2,2,10
"SCP1884","Control","Myeloid","B_cell::DN2",10,4,4,10
"SCP1884","Control","Myeloid","B_cell::IgM-only",10,2,2,10
"SCP1884","Control","Myeloid","B_cell::MZ",10,2,2,10
"SCP1884","Control","Myeloid","B_cell::Naïve B",10,6,6,10
"SCP1884","Control","Myeloid","Plasma::Activated plasma",10,6,6,10
"SCP1884","Control","Myeloid","Plasma::IgA plasma",10,5,5,10
"SCP1884","Control","Myeloid","Plasma::IgG plasma",10,0,0,10
"SCP1884","Control","Myeloid","Plasma::Transitional B",10,1,1,10
"SCP1884","Control","T_NK","B_cell::ActB3",10,0,0,10
"SCP1884","Control","T_NK","B_cell::CSM",10,7,7,10
"SCP1884","Control","T_NK","B_cell::Centroblast B",10,3,3,10
"SCP1884","Control","T_NK","B_cell::Centrocyte B",10,2,2,10
"SCP1884","Control","T_NK","B_cell::DN2",10,4,4,10
"SCP1884","Control","T_NK","B_cell::IgM-only",10,2,2,10
"SCP1884","Control","T_NK","B_cell::MZ",10,2,2,10
"SCP1884","Control","T_NK","B_cell::Naïve B",10,6,6,10
"SCP1884","Control","T_NK","Plasma::Activated plasma",10,6,6,10
"SCP1884","Control","T_NK","Plasma::IgA plasma",10,5,5,10
"SCP1884","Control","T_NK","Plasma::IgG plasma",10,0,0,10
"SCP1884","Control","T_NK","Plasma::Transitional B",10,1,1,10
"SCP2959","Stricture","B_cell::ActB3","Endothelial",18,10,10,10
"SCP2959","Stricture","B_cell::ActB3","Epithelial",18,10,10,10
"SCP2959","Stricture","B_cell::ActB3","Mast",18,7,7,10
"SCP2959","Stricture","B_cell::ActB3","Mesenchymal_stromal",18,9,9,10
"SCP2959","Stricture","B_cell::ActB3","Myeloid",18,10,10,10
"SCP2959","Stricture","B_cell::ActB3","T_NK",18,10,10,10
"SCP2959","Stricture","B_cell::CSM","Endothelial",18,12,12,10
"SCP2959","Stricture","B_cell::CSM","Epithelial",18,13,13,10
"SCP2959","Stricture","B_cell::CSM","Mast",18,9,9,10
"SCP2959","Stricture","B_cell::CSM","Mesenchymal_stromal",18,12,12,10
"SCP2959","Stricture","B_cell::CSM","Myeloid",18,13,13,10
"SCP2959","Stricture","B_cell::CSM","T_NK",18,13,13,10
"SCP2959","Stricture","B_cell::Centroblast B","Endothelial",18,5,5,10
"SCP2959","Stricture","B_cell::Centroblast B","Epithelial",18,6,6,10
"SCP2959","Stricture","B_cell::Centroblast B","Mast",18,4,4,10
"SCP2959","Stricture","B_cell::Centroblast B","Mesenchymal_stromal",18,6,6,10
"SCP2959","Stricture","B_cell::Centroblast B","Myeloid",18,6,6,10
"SCP2959","Stricture","B_cell::Centroblast B","T_NK",18,6,6,10
"SCP2959","Stricture","B_cell::Centrocyte B","Endothelial",18,4,4,10
"SCP2959","Stricture","B_cell::Centrocyte B","Epithelial",18,4,4,10
"SCP2959","Stricture","B_cell::Centrocyte B","Mast",18,3,3,10
"SCP2959","Stricture","B_cell::Centrocyte B","Mesenchymal_stromal",18,4,4,10
"SCP2959","Stricture","B_cell::Centrocyte B","Myeloid",18,4,4,10
"SCP2959","Stricture","B_cell::Centrocyte B","T_NK",18,4,4,10
"SCP2959","Stricture","B_cell::DN2","Endothelial",18,9,9,10
"SCP2959","Stricture","B_cell::DN2","Epithelial",18,10,10,10
"SCP2959","Stricture","B_cell::DN2","Mast",18,7,7,10
"SCP2959","Stricture","B_cell::DN2","Mesenchymal_stromal",18,9,9,10
"SCP2959","Stricture","B_cell::DN2","Myeloid",18,10,10,10
"SCP2959","Stricture","B_cell::DN2","T_NK",18,10,10,10
"SCP2959","Stricture","B_cell::IgM-only","Endothelial",18,6,6,10
"SCP2959","Stricture","B_cell::IgM-only","Epithelial",18,7,7,10
"SCP2959","Stricture","B_cell::IgM-only","Mast",18,6,6,10
"SCP2959","Stricture","B_cell::IgM-only","Mesenchymal_stromal",18,7,7,10
"SCP2959","Stricture","B_cell::IgM-only","Myeloid",18,7,7,10
"SCP2959","Stricture","B_cell::IgM-only","T_NK",18,7,7,10
"SCP2959","Stricture","B_cell::MZ","Endothelial",18,4,4,10
"SCP2959","Stricture","B_cell::MZ","Epithelial",18,4,4,10
"SCP2959","Stricture","B_cell::MZ","Mast",18,3,3,10
"SCP2959","Stricture","B_cell::MZ","Mesenchymal_stromal",18,4,4,10
"SCP2959","Stricture","B_cell::MZ","Myeloid",18,4,4,10
"SCP2959","Stricture","B_cell::MZ","T_NK",18,4,4,10
"SCP2959","Stricture","B_cell::Naïve B","Endothelial",18,9,9,10
"SCP2959","Stricture","B_cell::Naïve B","Epithelial",18,10,10,10
"SCP2959","Stricture","B_cell::Naïve B","Mast",18,6,6,10
"SCP2959","Stricture","B_cell::Naïve B","Mesenchymal_stromal",18,9,9,10
"SCP2959","Stricture","B_cell::Naïve B","Myeloid",18,10,10,10
"SCP2959","Stricture","B_cell::Naïve B","T_NK",18,10,10,10
"SCP2959","Stricture","Plasma::Activated plasma","Endothelial",18,13,13,10
"SCP2959","Stricture","Plasma::Activated plasma","Epithelial",18,12,12,10
"SCP2959","Stricture","Plasma::Activated plasma","Mast",18,11,11,10
"SCP2959","Stricture","Plasma::Activated plasma","Mesenchymal_stromal",18,13,13,10
"SCP2959","Stricture","Plasma::Activated plasma","Myeloid",18,13,13,10
"SCP2959","Stricture","Plasma::Activated plasma","T_NK",18,13,13,10
"SCP2959","Stricture","Plasma::IgA plasma","Endothelial",18,14,14,10
"SCP2959","Stricture","Plasma::IgA plasma","Epithelial",18,15,15,10
"SCP2959","Stricture","Plasma::IgA plasma","Mast",18,11,11,10
"SCP2959","Stricture","Plasma::IgA plasma","Mesenchymal_stromal",18,14,14,10
"SCP2959","Stricture","Plasma::IgA plasma","Myeloid",18,16,16,10
"SCP2959","Stricture","Plasma::IgA plasma","T_NK",18,16,16,10
"SCP2959","Stricture","Plasma::IgG plasma","Endothelial",18,11,11,10
"SCP2959","Stricture","Plasma::IgG plasma","Epithelial",18,12,12,10
"SCP2959","Stricture","Plasma::IgG plasma","Mast",18,9,9,10
"SCP2959","Stricture","Plasma::IgG plasma","Mesenchymal_stromal",18,11,11,10
"SCP2959","Stricture","Plasma::IgG plasma","Myeloid",18,12,12,10
"SCP2959","Stricture","Plasma::IgG plasma","T_NK",18,12,12,10
"SCP2959","Stricture","Plasma::Transitional B","Endothelial",18,1,1,10
"SCP2959","Stricture","Plasma::Transitional B","Epithelial",18,1,1,10
"SCP2959","Stricture","Plasma::Transitional B","Mast",18,1,1,10
"SCP2959","Stricture","Plasma::Transitional B","Mesenchymal_stromal",18,1,1,10
"SCP2959","Stricture","Plasma::Transitional B","Myeloid",18,1,1,10
"SCP2959","Stricture","Plasma::Transitional B","T_NK",18,1,1,10
"SCP2959","Stricture","Endothelial","B_cell::ActB3",18,10,10,10
"SCP2959","Stricture","Endothelial","B_cell::CSM",18,12,12,10
"SCP2959","Stricture","Endothelial","B_cell::Centroblast B",18,5,5,10
"SCP2959","Stricture","Endothelial","B_cell::Centrocyte B",18,4,4,10
"SCP2959","Stricture","Endothelial","B_cell::DN2",18,9,9,10
"SCP2959","Stricture","Endothelial","B_cell::IgM-only",18,6,6,10
"SCP2959","Stricture","Endothelial","B_cell::MZ",18,4,4,10
"SCP2959","Stricture","Endothelial","B_cell::Naïve B",18,9,9,10
"SCP2959","Stricture","Endothelial","Plasma::Activated plasma",18,13,13,10
"SCP2959","Stricture","Endothelial","Plasma::IgA plasma",18,14,14,10
"SCP2959","Stricture","Endothelial","Plasma::IgG plasma",18,11,11,10
"SCP2959","Stricture","Endothelial","Plasma::Transitional B",18,1,1,10
"SCP2959","Stricture","Epithelial","B_cell::ActB3",18,10,10,10
"SCP2959","Stricture","Epithelial","B_cell::CSM",18,13,13,10
"SCP2959","Stricture","Epithelial","B_cell::Centroblast B",18,6,6,10
"SCP2959","Stricture","Epithelial","B_cell::Centrocyte B",18,4,4,10
"SCP2959","Stricture","Epithelial","B_cell::DN2",18,10,10,10
"SCP2959","Stricture","Epithelial","B_cell::IgM-only",18,7,7,10
"SCP2959","Stricture","Epithelial","B_cell::MZ",18,4,4,10
"SCP2959","Stricture","Epithelial","B_cell::Naïve B",18,10,10,10
"SCP2959","Stricture","Epithelial","Plasma::Activated plasma",18,12,12,10
"SCP2959","Stricture","Epithelial","Plasma::IgA plasma",18,15,15,10
"SCP2959","Stricture","Epithelial","Plasma::IgG plasma",18,12,12,10
"SCP2959","Stricture","Epithelial","Plasma::Transitional B",18,1,1,10
"SCP2959","Stricture","Mast","B_cell::ActB3",18,7,7,10
"SCP2959","Stricture","Mast","B_cell::CSM",18,9,9,10
"SCP2959","Stricture","Mast","B_cell::Centroblast B",18,4,4,10
"SCP2959","Stricture","Mast","B_cell::Centrocyte B",18,3,3,10
"SCP2959","Stricture","Mast","B_cell::DN2",18,7,7,10
"SCP2959","Stricture","Mast","B_cell::IgM-only",18,6,6,10
"SCP2959","Stricture","Mast","B_cell::MZ",18,3,3,10
"SCP2959","Stricture","Mast","B_cell::Naïve B",18,6,6,10
"SCP2959","Stricture","Mast","Plasma::Activated plasma",18,11,11,10
"SCP2959","Stricture","Mast","Plasma::IgA plasma",18,11,11,10
"SCP2959","Stricture","Mast","Plasma::IgG plasma",18,9,9,10
"SCP2959","Stricture","Mast","Plasma::Transitional B",18,1,1,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::ActB3",18,9,9,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::CSM",18,12,12,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::Centroblast B",18,6,6,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::Centrocyte B",18,4,4,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::DN2",18,9,9,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::IgM-only",18,7,7,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::MZ",18,4,4,10
"SCP2959","Stricture","Mesenchymal_stromal","B_cell::Naïve B",18,9,9,10
"SCP2959","Stricture","Mesenchymal_stromal","Plasma::Activated plasma",18,13,13,10
"SCP2959","Stricture","Mesenchymal_stromal","Plasma::IgA plasma",18,14,14,10
"SCP2959","Stricture","Mesenchymal_stromal","Plasma::IgG plasma",18,11,11,10
"SCP2959","Stricture","Mesenchymal_stromal","Plasma::Transitional B",18,1,1,10
"SCP2959","Stricture","Myeloid","B_cell::ActB3",18,10,10,10
"SCP2959","Stricture","Myeloid","B_cell::CSM",18,13,13,10
"SCP2959","Stricture","Myeloid","B_cell::Centroblast B",18,6,6,10
"SCP2959","Stricture","Myeloid","B_cell::Centrocyte B",18,4,4,10
"SCP2959","Stricture","Myeloid","B_cell::DN2",18,10,10,10
"SCP2959","Stricture","Myeloid","B_cell::IgM-only",18,7,7,10
"SCP2959","Stricture","Myeloid","B_cell::MZ",18,4,4,10
"SCP2959","Stricture","Myeloid","B_cell::Naïve B",18,10,10,10
"SCP2959","Stricture","Myeloid","Plasma::Activated plasma",18,13,13,10
"SCP2959","Stricture","Myeloid","Plasma::IgA plasma",18,16,16,10
"SCP2959","Stricture","Myeloid","Plasma::IgG plasma",18,12,12,10
"SCP2959","Stricture","Myeloid","Plasma::Transitional B",18,1,1,10
"SCP2959","Stricture","T_NK","B_cell::ActB3",18,10,10,10
"SCP2959","Stricture","T_NK","B_cell::CSM",18,13,13,10
"SCP2959","Stricture","T_NK","B_cell::Centroblast B",18,6,6,10
"SCP2959","Stricture","T_NK","B_cell::Centrocyte B",18,4,4,10
"SCP2959","Stricture","T_NK","B_cell::DN2",18,10,10,10
"SCP2959","Stricture","T_NK","B_cell::IgM-only",18,7,7,10
"SCP2959","Stricture","T_NK","B_cell::MZ",18,4,4,10
"SCP2959","Stricture","T_NK","B_cell::Naïve B",18,10,10,10
"SCP2959","Stricture","T_NK","Plasma::Activated plasma",18,13,13,10
"SCP2959","Stricture","T_NK","Plasma::IgA plasma",18,16,16,10
"SCP2959","Stricture","T_NK","Plasma::IgG plasma",18,12,12,10
"SCP2959","Stricture","T_NK","Plasma::Transitional B",18,1,1,10
"SCP2959","Non-stricture","B_cell::ActB3","Endothelial",14,5,5,10
"SCP2959","Non-stricture","B_cell::ActB3","Epithelial",14,5,5,10
"SCP2959","Non-stricture","B_cell::ActB3","Mast",14,4,4,10
"SCP2959","Non-stricture","B_cell::ActB3","Mesenchymal_stromal",14,5,5,10
"SCP2959","Non-stricture","B_cell::ActB3","Myeloid",14,5,5,10
"SCP2959","Non-stricture","B_cell::ActB3","T_NK",14,5,5,10
"SCP2959","Non-stricture","B_cell::CSM","Endothelial",14,11,11,10
"SCP2959","Non-stricture","B_cell::CSM","Epithelial",14,11,11,10
"SCP2959","Non-stricture","B_cell::CSM","Mast",14,9,9,10
"SCP2959","Non-stricture","B_cell::CSM","Mesenchymal_stromal",14,10,10,10
"SCP2959","Non-stricture","B_cell::CSM","Myeloid",14,11,11,10
"SCP2959","Non-stricture","B_cell::CSM","T_NK",14,11,11,10
"SCP2959","Non-stricture","B_cell::Centroblast B","Endothelial",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centroblast B","Epithelial",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centroblast B","Mast",14,3,3,10
"SCP2959","Non-stricture","B_cell::Centroblast B","Mesenchymal_stromal",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centroblast B","Myeloid",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centroblast B","T_NK",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centrocyte B","Endothelial",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centrocyte B","Epithelial",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centrocyte B","Mast",14,3,3,10
"SCP2959","Non-stricture","B_cell::Centrocyte B","Mesenchymal_stromal",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centrocyte B","Myeloid",14,4,4,10
"SCP2959","Non-stricture","B_cell::Centrocyte B","T_NK",14,4,4,10
"SCP2959","Non-stricture","B_cell::DN2","Endothelial",14,8,8,10
"SCP2959","Non-stricture","B_cell::DN2","Epithelial",14,8,8,10
"SCP2959","Non-stricture","B_cell::DN2","Mast",14,7,7,10
"SCP2959","Non-stricture","B_cell::DN2","Mesenchymal_stromal",14,8,8,10
"SCP2959","Non-stricture","B_cell::DN2","Myeloid",14,8,8,10
"SCP2959","Non-stricture","B_cell::DN2","T_NK",14,8,8,10
"SCP2959","Non-stricture","B_cell::IgM-only","Endothelial",14,0,0,10
"SCP2959","Non-stricture","B_cell::IgM-only","Epithelial",14,0,0,10
"SCP2959","Non-stricture","B_cell::IgM-only","Mast",14,0,0,10
"SCP2959","Non-stricture","B_cell::IgM-only","Mesenchymal_stromal",14,0,0,10
"SCP2959","Non-stricture","B_cell::IgM-only","Myeloid",14,0,0,10
"SCP2959","Non-stricture","B_cell::IgM-only","T_NK",14,0,0,10
"SCP2959","Non-stricture","B_cell::MZ","Endothelial",14,3,3,10
"SCP2959","Non-stricture","B_cell::MZ","Epithelial",14,3,3,10
"SCP2959","Non-stricture","B_cell::MZ","Mast",14,2,2,10
"SCP2959","Non-stricture","B_cell::MZ","Mesenchymal_stromal",14,3,3,10
"SCP2959","Non-stricture","B_cell::MZ","Myeloid",14,3,3,10
"SCP2959","Non-stricture","B_cell::MZ","T_NK",14,3,3,10
"SCP2959","Non-stricture","B_cell::Naïve B","Endothelial",14,8,8,10
"SCP2959","Non-stricture","B_cell::Naïve B","Epithelial",14,8,8,10
"SCP2959","Non-stricture","B_cell::Naïve B","Mast",14,6,6,10
"SCP2959","Non-stricture","B_cell::Naïve B","Mesenchymal_stromal",14,7,7,10
"SCP2959","Non-stricture","B_cell::Naïve B","Myeloid",14,8,8,10
"SCP2959","Non-stricture","B_cell::Naïve B","T_NK",14,8,8,10
"SCP2959","Non-stricture","Plasma::Activated plasma","Endothelial",14,10,10,10
"SCP2959","Non-stricture","Plasma::Activated plasma","Epithelial",14,10,10,10
"SCP2959","Non-stricture","Plasma::Activated plasma","Mast",14,9,9,10
"SCP2959","Non-stricture","Plasma::Activated plasma","Mesenchymal_stromal",14,10,10,10
"SCP2959","Non-stricture","Plasma::Activated plasma","Myeloid",14,10,10,10
"SCP2959","Non-stricture","Plasma::Activated plasma","T_NK",14,10,10,10
"SCP2959","Non-stricture","Plasma::IgA plasma","Endothelial",14,11,11,10
"SCP2959","Non-stricture","Plasma::IgA plasma","Epithelial",14,11,11,10
"SCP2959","Non-stricture","Plasma::IgA plasma","Mast",14,9,9,10
"SCP2959","Non-stricture","Plasma::IgA plasma","Mesenchymal_stromal",14,10,10,10
"SCP2959","Non-stricture","Plasma::IgA plasma","Myeloid",14,11,11,10
"SCP2959","Non-stricture","Plasma::IgA plasma","T_NK",14,11,11,10
"SCP2959","Non-stricture","Plasma::IgG plasma","Endothelial",14,10,10,10
"SCP2959","Non-stricture","Plasma::IgG plasma","Epithelial",14,10,10,10
"SCP2959","Non-stricture","Plasma::IgG plasma","Mast",14,8,8,10
"SCP2959","Non-stricture","Plasma::IgG plasma","Mesenchymal_stromal",14,9,9,10
"SCP2959","Non-stricture","Plasma::IgG plasma","Myeloid",14,10,10,10
"SCP2959","Non-stricture","Plasma::IgG plasma","T_NK",14,10,10,10
"SCP2959","Non-stricture","Plasma::Transitional B","Endothelial",14,1,1,10
"SCP2959","Non-stricture","Plasma::Transitional B","Epithelial",14,1,1,10
"SCP2959","Non-stricture","Plasma::Transitional B","Mast",14,0,0,10
"SCP2959","Non-stricture","Plasma::Transitional B","Mesenchymal_stromal",14,1,1,10
"SCP2959","Non-stricture","Plasma::Transitional B","Myeloid",14,1,1,10
"SCP2959","Non-stricture","Plasma::Transitional B","T_NK",14,1,1,10
"SCP2959","Non-stricture","Endothelial","B_cell::ActB3",14,5,5,10
